file_id,relative_path,extension,size_bytes,sha256,role,adapter,evidence_level,claim_binding,generated_by,tracked_in_git,inside_release_package
F02714,examples/corrupted_artifact_cases_extended/d19/case_05/artifact_stub.txt,.txt,41,b45bccfe2498a6fc49186c1ecb6a3154fd6b08151b087c80aab4a8af8b3f5c07,input_artifact,,L0_METADATA,,source_tree,no,no
F02715,examples/corrupted_artifact_cases_extended/d19/case_05/case_manifest.json,.json,329,a4aa81f2b31e10036e67c09e8482b2538e02c84145098d306037724f3125006b,manifest,,L0_METADATA,,source_tree,no,no
F02716,examples/corrupted_artifact_cases_extended/d19/case_05/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02717,examples/corrupted_artifact_cases_extended/d19/case_05/raw_artifacts/result.log,.log,30,4ca385b23c775e73f0c698347282baae4ee1d53992bc6ac2115e3f1eb85e4760,raw_log,,L3_SIMULATION,,source_tree,no,no
F02718,examples/corrupted_artifact_cases_extended/d19/case_06/artifact_index.json,.json,523,e8bbbee3d320a4b8c6c5ef8e38a1c494279607f48b4626b10d216487ab10d440,manifest,,L0_METADATA,,source_tree,no,no
F02719,examples/corrupted_artifact_cases_extended/d19/case_06/artifact_stub.txt,.txt,41,af2089552ab6376126502596fe7a512334d17846372cc9144852c0a57024d534,input_artifact,,L0_METADATA,,source_tree,no,no
F02720,examples/corrupted_artifact_cases_extended/d19/case_06/case_manifest.json,.json,329,d42f2952dbd8ab614c0e21943e366fedea4fda989207dede498f736fcf6a4882,manifest,,L0_METADATA,,source_tree,no,no
F02721,examples/corrupted_artifact_cases_extended/d19/case_06/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02722,examples/corrupted_artifact_cases_extended/d19/case_06/raw_artifacts/result.log,.log,30,8adb4c37b57872b13f71de437acc5f7fe939cd3490acafc7f4052d165f32b4f1,raw_log,,L3_SIMULATION,,source_tree,no,no
F02723,examples/corrupted_artifact_cases_extended/d19/case_07/artifact_index.json,.json,523,8c9dde477d8944274148c9ff13bd880dfc49e99310a2a4de607e32c1d6350a85,manifest,,L0_METADATA,,source_tree,no,no
F02724,examples/corrupted_artifact_cases_extended/d19/case_07/artifact_stub.txt,.txt,41,1bb36296f045260aca71b59d45d95462267900a983f9e2858467088f143b7e9c,input_artifact,,L0_METADATA,,source_tree,no,no
F02725,examples/corrupted_artifact_cases_extended/d19/case_07/case_manifest.json,.json,329,c887a6585e3b11c5bd0cc24e791f11bb1c0bf04af3b9e0f82721604de0e912ce,manifest,,L0_METADATA,,source_tree,no,no
F02726,examples/corrupted_artifact_cases_extended/d19/case_07/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02727,examples/corrupted_artifact_cases_extended/d19/case_07/raw_artifacts/result.log,.log,30,3be829492b99066c5fa38aba2e586b3eb47d9dc08a3560bc6493b6555fd51444,raw_log,,L3_SIMULATION,,source_tree,no,no
F02728,examples/corrupted_artifact_cases_extended/d19/case_08/artifact_index.json,.json,523,b9acd1b2925dfae12b738d9e08831a18f9fb1b3f6e44ffd05d8eec66cc6730c9,manifest,,L0_METADATA,,source_tree,no,no
F02729,examples/corrupted_artifact_cases_extended/d19/case_08/artifact_stub.txt,.txt,41,ae46699ad571f0008d1a73d8cd05255fd00e73355967dbb8a63b295c6f293840,input_artifact,,L0_METADATA,,source_tree,no,no
F02730,examples/corrupted_artifact_cases_extended/d19/case_08/case_manifest.json,.json,329,a31cfd43bb36ea0c71e9e227976225a37c5062992cccea7a267b6998a9800a6d,manifest,,L0_METADATA,,source_tree,no,no
F02731,examples/corrupted_artifact_cases_extended/d19/case_08/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02732,examples/corrupted_artifact_cases_extended/d19/case_08/raw_artifacts/result.log,.log,30,14bee582fe9e7d0fc263ca448313b4eeb06ef355a9a27402b9364306f4b6b880,raw_log,,L3_SIMULATION,,source_tree,no,no
F02733,examples/corrupted_artifact_cases_extended/d19/case_09/artifact_index.json,.json,523,2a0a614bfef5950f1962c22bb85f2872039fe3773c8837f25539e25b7fdc31e3,manifest,,L0_METADATA,,source_tree,no,no
F02734,examples/corrupted_artifact_cases_extended/d19/case_09/artifact_stub.txt,.txt,41,4d2cb98c0a96c49d10d7a57174f2040806cfa887480335ddf3b2a53e9385bfc4,input_artifact,,L0_METADATA,,source_tree,no,no
F02735,examples/corrupted_artifact_cases_extended/d19/case_09/case_manifest.json,.json,329,3c7c32cf490f6bb99281c43472845ca380b07d98d53277e2c3bec208e316ddda,manifest,,L0_METADATA,,source_tree,no,no
F02736,examples/corrupted_artifact_cases_extended/d19/case_09/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02737,examples/corrupted_artifact_cases_extended/d19/case_09/raw_artifacts/result.log,.log,30,326d4a3db9272ca7c52c7b5f59a5ca5deaa7d144b5271d76e804a9f90d412482,raw_log,,L3_SIMULATION,,source_tree,no,no
F02738,examples/corrupted_artifact_cases_extended/d19/case_10/artifact_index.json,.json,523,a2e521438178b066283b6ede89ac2a06cec7e516a5473f765f0eea6d04c36477,manifest,,L0_METADATA,,source_tree,no,no
F02739,examples/corrupted_artifact_cases_extended/d19/case_10/artifact_stub.txt,.txt,41,a8e2ad1ee124c7a11c05527f2b7774b650f798aab1a34394409afbfc16976d59,input_artifact,,L0_METADATA,,source_tree,no,no
F02740,examples/corrupted_artifact_cases_extended/d19/case_10/case_manifest.json,.json,329,3f2e0fe1fe966347be2ece7723f342f173676792fa38690ee0e6b61ea886ba29,manifest,,L0_METADATA,,source_tree,no,no
F02741,examples/corrupted_artifact_cases_extended/d19/case_10/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02742,examples/corrupted_artifact_cases_extended/d19/case_10/raw_artifacts/result.log,.log,30,c5a85444999d289648e00f2e210f03ff2cfb988ace2efdb06b6bf3c3b8e1c4e3,raw_log,,L3_SIMULATION,,source_tree,no,no
F02743,examples/corrupted_artifact_cases_extended/d19/case_11/artifact_index.json,.json,523,32f8bceb042fe4e324b238acaa3f92f4a4567925028528483476fc9ce6960ecc,manifest,,L0_METADATA,,source_tree,no,no
F02744,examples/corrupted_artifact_cases_extended/d19/case_11/artifact_stub.txt,.txt,41,a7eb951ccd284d334e714c691746b91ef3a9d25c602c3c24f81cc49d1a3c16b3,input_artifact,,L0_METADATA,,source_tree,no,no
F02745,examples/corrupted_artifact_cases_extended/d19/case_11/case_manifest.json,.json,329,47255f843e8e13fa75234db7c4002fa5d5456c33d90530cd38cfc8c1e2b5bcff,manifest,,L0_METADATA,,source_tree,no,no
F02746,examples/corrupted_artifact_cases_extended/d19/case_11/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02747,examples/corrupted_artifact_cases_extended/d19/case_11/raw_artifacts/result.log,.log,30,80def00e58a2763457ee5d9ad690f0ba503277489d14c5cd8ed5d2da91d9fe32,raw_log,,L3_SIMULATION,,source_tree,no,no
F02748,examples/corrupted_artifact_cases_extended/d19/case_12/artifact_index.json,.json,523,dc6b0ea786b26de08afab0b000814232168b8ee973bfa8ed851f5fe1b60fef55,manifest,,L0_METADATA,,source_tree,no,no
F02749,examples/corrupted_artifact_cases_extended/d19/case_12/artifact_stub.txt,.txt,41,625c8f41db3a17b58bab7d170f35040d9d9c32eb78d5bef9cd6d617e976e35e2,input_artifact,,L0_METADATA,,source_tree,no,no
F02750,examples/corrupted_artifact_cases_extended/d19/case_12/case_manifest.json,.json,329,1bb3b799ae914d9645e00635c75ba97e63fbdb0cf7945494877b4e825df09113,manifest,,L0_METADATA,,source_tree,no,no
F02751,examples/corrupted_artifact_cases_extended/d19/case_12/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02752,examples/corrupted_artifact_cases_extended/d19/case_12/raw_artifacts/result.log,.log,30,5c5a3eb34f0dfcd47ccc4a3f08176c80e14c204d7121d708425067e1468a01ea,raw_log,,L3_SIMULATION,,source_tree,no,no
F02753,examples/corrupted_artifact_cases_extended/d19/case_13/artifact_index.json,.json,523,b41fa3f25fbdac284bde0cbf84f5739b778a9fe3cafe2c20831ef137185fdfd8,manifest,,L0_METADATA,,source_tree,no,no
F02754,examples/corrupted_artifact_cases_extended/d19/case_13/artifact_stub.txt,.txt,41,f04391d026635dc7fffbc70428adf34c0a9f75ed5580c525dba163aad36ba102,input_artifact,,L0_METADATA,,source_tree,no,no
F02755,examples/corrupted_artifact_cases_extended/d19/case_13/case_manifest.json,.json,329,efe80d1b4cff307c61267506668bcadf3b3776d483278742bcdec47757339006,manifest,,L0_METADATA,,source_tree,no,no
F02756,examples/corrupted_artifact_cases_extended/d19/case_13/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02757,examples/corrupted_artifact_cases_extended/d19/case_13/raw_artifacts/result.log,.log,30,9b088cbffa13db67c6f15d21c36999f5262edc3c45f22ba292a5b142958f8e6f,raw_log,,L3_SIMULATION,,source_tree,no,no
F02758,examples/corrupted_artifact_cases_extended/d19/case_14/artifact_index.json,.json,523,3da2a3941d730adc0ba3252d3dd38960b5d48113c8434835b28488f6a182dc87,manifest,,L0_METADATA,,source_tree,no,no
F02759,examples/corrupted_artifact_cases_extended/d19/case_14/artifact_stub.txt,.txt,41,476ff7f15423b8e27e830b16e3a407a40f4f330bacc8106d2fa05eb3e364d6fe,input_artifact,,L0_METADATA,,source_tree,no,no
F02760,examples/corrupted_artifact_cases_extended/d19/case_14/case_manifest.json,.json,329,7996ea1ca1959ec5406cb2edce6e05d27eb3fb68bdaac896d452fade09294889,manifest,,L0_METADATA,,source_tree,no,no
F02761,examples/corrupted_artifact_cases_extended/d19/case_14/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02762,examples/corrupted_artifact_cases_extended/d19/case_14/raw_artifacts/result.log,.log,30,12d8e02b773905ee9455c0f58a044313fc553d228e00512a7da6b04ccf76a347,raw_log,,L3_SIMULATION,,source_tree,no,no
F02763,examples/corrupted_artifact_cases_extended/d19/case_15/artifact_index.json,.json,523,61f41cc661de35070969c9155f5f8dcf26e9265b402ff39ce8171dc7bda9d597,manifest,,L0_METADATA,,source_tree,no,no
F02764,examples/corrupted_artifact_cases_extended/d19/case_15/artifact_stub.txt,.txt,41,6688225576f3c75d9302abfd9fc3987d7d1ae0cbd426a0fb6bf7a348ccf0d87e,input_artifact,,L0_METADATA,,source_tree,no,no
F02765,examples/corrupted_artifact_cases_extended/d19/case_15/case_manifest.json,.json,329,434c4f138905a1e0053eeef2f0d8949740dc639ab711dd49624a8bd0e6551bd2,manifest,,L0_METADATA,,source_tree,no,no
F02766,examples/corrupted_artifact_cases_extended/d19/case_15/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02767,examples/corrupted_artifact_cases_extended/d19/case_15/raw_artifacts/result.log,.log,30,d2972b4a24ba57db15df7a34d91b55d8c9134addff2e545257f07300740d6a93,raw_log,,L3_SIMULATION,,source_tree,no,no
F02768,examples/corrupted_artifact_cases_extended/d19/case_16/artifact_index.json,.json,523,5bdbd7b576a554a7b1be3f891a13ec8854562cdc8d01755c6aa082b951069c4b,manifest,,L0_METADATA,,source_tree,no,no
F02769,examples/corrupted_artifact_cases_extended/d19/case_16/artifact_stub.txt,.txt,41,d070276a1c45bf746f3ce7debf47d3ec5e5a9f66449afa82109512d8fac0e436,input_artifact,,L0_METADATA,,source_tree,no,no
F02770,examples/corrupted_artifact_cases_extended/d19/case_16/case_manifest.json,.json,329,ac548d6818ac923772737c4b544b11d27767fac29aaaa693abde6ff515030e1d,manifest,,L0_METADATA,,source_tree,no,no
F02771,examples/corrupted_artifact_cases_extended/d19/case_16/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02772,examples/corrupted_artifact_cases_extended/d19/case_16/raw_artifacts/result.log,.log,30,b5cd09df169012b85392d0a210bdd1f442e718682353f7bdb6188a011a2e0368,raw_log,,L3_SIMULATION,,source_tree,no,no
F02773,examples/corrupted_artifact_cases_extended/d19/case_17/artifact_index.json,.json,523,21dfd98564048db87a92b8741d077f6dccde84fa0a7bb14db3fd1ad18f95388c,manifest,,L0_METADATA,,source_tree,no,no
F02774,examples/corrupted_artifact_cases_extended/d19/case_17/artifact_stub.txt,.txt,41,c658d0461474fb3013b897656de11e017ff3d8f8f18d077afa292b8f8b022254,input_artifact,,L0_METADATA,,source_tree,no,no
F02775,examples/corrupted_artifact_cases_extended/d19/case_17/case_manifest.json,.json,329,c5c4f2b90418b4467ddb3d299d29aac49fbd05ee0f63d1a5fd7aae3be8c6c756,manifest,,L0_METADATA,,source_tree,no,no
F02776,examples/corrupted_artifact_cases_extended/d19/case_17/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02777,examples/corrupted_artifact_cases_extended/d19/case_17/raw_artifacts/result.log,.log,30,30b1d1f39211a5f9805b5624d533f754fc8e7aa319119dcd33ea007118e7fa81,raw_log,,L3_SIMULATION,,source_tree,no,no
F02778,examples/corrupted_artifact_cases_extended/d19/case_18/artifact_index.json,.json,523,9a80aec61ba9d36d28b3f3cad1cdec80374ad3fa8cf06e38cfd9b08f1cee6377,manifest,,L0_METADATA,,source_tree,no,no
F02779,examples/corrupted_artifact_cases_extended/d19/case_18/artifact_stub.txt,.txt,41,4049be78f21118dddc2bca2c0cdc14afccd0f8f6f419bd6b9abc72a88fdebbc6,input_artifact,,L0_METADATA,,source_tree,no,no
F02780,examples/corrupted_artifact_cases_extended/d19/case_18/case_manifest.json,.json,329,f69a1fa621473fc2a8b2749b04c84eefdefe5b5bb15c463f35b05191ca42022c,manifest,,L0_METADATA,,source_tree,no,no
F02781,examples/corrupted_artifact_cases_extended/d19/case_18/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02782,examples/corrupted_artifact_cases_extended/d19/case_18/raw_artifacts/result.log,.log,30,948ee510b9abb743b36464effc889ac72835dcb04ee4145093a26791e5b74f52,raw_log,,L3_SIMULATION,,source_tree,no,no
F02783,examples/corrupted_artifact_cases_extended/d19/case_19/artifact_index.json,.json,523,5506aadf3854429ff8fe17afd8ad0bf8d5b31ccb8506c1d30b4f5940fc134f6a,manifest,,L0_METADATA,,source_tree,no,no
F02784,examples/corrupted_artifact_cases_extended/d19/case_19/artifact_stub.txt,.txt,41,f9e8b3aea63807b67d2ed03506ad790bc79741e7f591e5a5cbdcd67b8f550b12,input_artifact,,L0_METADATA,,source_tree,no,no
F02785,examples/corrupted_artifact_cases_extended/d19/case_19/case_manifest.json,.json,329,10ff1c8481fe4b0643148a482264c988cb7dee95f8b5d65f6dd0d46ca063cd3c,manifest,,L0_METADATA,,source_tree,no,no
F02786,examples/corrupted_artifact_cases_extended/d19/case_19/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02787,examples/corrupted_artifact_cases_extended/d19/case_19/raw_artifacts/result.log,.log,30,5a06017ebac72db466d371e36f65d2f88a1bb2893475f8b48f173cd6b29c147b,raw_log,,L3_SIMULATION,,source_tree,no,no
F02788,examples/corrupted_artifact_cases_extended/d19/case_20/artifact_index.json,.json,523,70f78eb031589405b3c393ed516dab13617e4027e9d8e29c4210fe6882984fc1,manifest,,L0_METADATA,,source_tree,no,no
F02789,examples/corrupted_artifact_cases_extended/d19/case_20/artifact_stub.txt,.txt,41,2bdda16626296a7647df27e899cc6b9b40fac137cee198aaff979f5bd2ac2b89,input_artifact,,L0_METADATA,,source_tree,no,no
F02790,examples/corrupted_artifact_cases_extended/d19/case_20/case_manifest.json,.json,329,897a3643e57aa9dfadddb8a6db48ccf6bc8c270af8fa6bc925849a432ac9299d,manifest,,L0_METADATA,,source_tree,no,no
F02791,examples/corrupted_artifact_cases_extended/d19/case_20/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02792,examples/corrupted_artifact_cases_extended/d19/case_20/raw_artifacts/result.log,.log,30,88750d47cef92a6c7b49c763396fc2db939545d69ee46d2b129ca7d2943c26dc,raw_log,,L3_SIMULATION,,source_tree,no,no
F02793,examples/corrupted_artifact_cases_extended/d19/case_21/artifact_index.json,.json,523,319119bd5c006c1182a05a2ee3b3d7aa7c19e78a7f68718e2de754069f1a49be,manifest,,L0_METADATA,,source_tree,no,no
F02794,examples/corrupted_artifact_cases_extended/d19/case_21/artifact_stub.txt,.txt,41,51f1dbb98998ae3bc9fe06069e4be4c83748cba007dc3f083149bdb8064e712a,input_artifact,,L0_METADATA,,source_tree,no,no
F02795,examples/corrupted_artifact_cases_extended/d19/case_21/case_manifest.json,.json,329,80fc12df122182a8e8786b0b1eaef5ac27f6a7de15ffb43c79b3410f68ddbeb2,manifest,,L0_METADATA,,source_tree,no,no
F02796,examples/corrupted_artifact_cases_extended/d19/case_21/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02797,examples/corrupted_artifact_cases_extended/d19/case_21/raw_artifacts/result.log,.log,30,2c6b61ef53303ca24675dcd20840459fa4f12358461800aee8a8acf9f3d59cd1,raw_log,,L3_SIMULATION,,source_tree,no,no
F02798,examples/corrupted_artifact_cases_extended/d19/case_22/artifact_index.json,.json,523,f12d7ba3b24910da17a69bb4dd4b31e6518464ebf0409194c939a36284cd7598,manifest,,L0_METADATA,,source_tree,no,no
F02799,examples/corrupted_artifact_cases_extended/d19/case_22/artifact_stub.txt,.txt,41,f2a6d1829b22df5ef2af3333238892cd3d96be01a912a3f85fadc23ac92590c1,input_artifact,,L0_METADATA,,source_tree,no,no
F02800,examples/corrupted_artifact_cases_extended/d19/case_22/case_manifest.json,.json,329,efb51ef9dfa2aebdeffb60e2432d6628dcabdc99b0e8ccde3f7a66157652b899,manifest,,L0_METADATA,,source_tree,no,no
F02801,examples/corrupted_artifact_cases_extended/d19/case_22/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02802,examples/corrupted_artifact_cases_extended/d19/case_22/raw_artifacts/result.log,.log,30,fb5a67555addbacb776bbaaa42d558a9881fcc47098aa85c42d837d7371de036,raw_log,,L3_SIMULATION,,source_tree,no,no
F02803,examples/corrupted_artifact_cases_extended/d19/case_23/artifact_index.json,.json,523,fff2b5c78c5fe178d3ef137671f21aef2fd3118c7553cb04d2b001107a2dc469,manifest,,L0_METADATA,,source_tree,no,no
F02804,examples/corrupted_artifact_cases_extended/d19/case_23/artifact_stub.txt,.txt,41,096d20811261a26664c69fea09b801247077f33d747a60bdc98c1687af5074bd,input_artifact,,L0_METADATA,,source_tree,no,no
F02805,examples/corrupted_artifact_cases_extended/d19/case_23/case_manifest.json,.json,329,d45978ad1a6253f2698242802f2140f3e5c10e44971326d63264e26d58820cc9,manifest,,L0_METADATA,,source_tree,no,no
F02806,examples/corrupted_artifact_cases_extended/d19/case_23/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02807,examples/corrupted_artifact_cases_extended/d19/case_23/raw_artifacts/result.log,.log,30,8f2561504c7aa4de4840a9095868eca1567f1e743eb34a37e47835a7b208cdeb,raw_log,,L3_SIMULATION,,source_tree,no,no
F02808,examples/corrupted_artifact_cases_extended/d19/case_24/artifact_index.json,.json,523,a685f5c7ba302cb4857248f7070a8e8d4e2261cc65dbb3941f63484d8d26743d,manifest,,L0_METADATA,,source_tree,no,no
F02809,examples/corrupted_artifact_cases_extended/d19/case_24/artifact_stub.txt,.txt,41,339cfd022b053c8b0c830132dc18d237da2d7cd2e762b3bf066e7a4ece0fca30,input_artifact,,L0_METADATA,,source_tree,no,no
F02810,examples/corrupted_artifact_cases_extended/d19/case_24/case_manifest.json,.json,329,a909a62dcd798ad033a7ac1b46310c10d5a11b81e946f8603d8c69fde86a7516,manifest,,L0_METADATA,,source_tree,no,no
F02811,examples/corrupted_artifact_cases_extended/d19/case_24/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02812,examples/corrupted_artifact_cases_extended/d19/case_24/raw_artifacts/result.log,.log,30,de5e0b5af06e1785be371891b243a455bb58a0c2df012adb26d0baf44ec150ed,raw_log,,L3_SIMULATION,,source_tree,no,no
F02813,examples/corrupted_artifact_cases_extended/d19/case_25/artifact_index.json,.json,523,869562c5f01780bfd53a040d5e3d31b2751d3326cc799d254bb77e1526830ce9,manifest,,L0_METADATA,,source_tree,no,no
F02814,examples/corrupted_artifact_cases_extended/d19/case_25/artifact_stub.txt,.txt,41,1e12115c063be5b28cd1be63d8522f0a6cbcb8a3b7e5a144a09e334ef9453848,input_artifact,,L0_METADATA,,source_tree,no,no
F02815,examples/corrupted_artifact_cases_extended/d19/case_25/case_manifest.json,.json,329,25b48cadf0fd3dd10021200e0224fb7bc699c8d338cb658d352958d62902af42,manifest,,L0_METADATA,,source_tree,no,no
F02816,examples/corrupted_artifact_cases_extended/d19/case_25/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02817,examples/corrupted_artifact_cases_extended/d19/case_25/raw_artifacts/result.log,.log,30,03d7675601dc06b3ffbf09ea9e184e35fcb2f55c2caca75f84bb9f97d0e8ce4f,raw_log,,L3_SIMULATION,,source_tree,no,no
F02818,examples/corrupted_artifact_cases_extended/d19/case_26/artifact_index.json,.json,523,8c0ab6d9e1a7e28856f1e97cb4e5a0a8c16e0193e4c4546099a185629b0073a4,manifest,,L0_METADATA,,source_tree,no,no
F02819,examples/corrupted_artifact_cases_extended/d19/case_26/artifact_stub.txt,.txt,41,3d27dfbad5c4e6eecbdeff9f0d65fe1c12ae57ab20ee723792cd7f59eb93a2e7,input_artifact,,L0_METADATA,,source_tree,no,no
F02820,examples/corrupted_artifact_cases_extended/d19/case_26/case_manifest.json,.json,329,3907e439d8934139b1f202aa5744e61d57d368b890f438367091d20394e266b6,manifest,,L0_METADATA,,source_tree,no,no
F02821,examples/corrupted_artifact_cases_extended/d19/case_26/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02822,examples/corrupted_artifact_cases_extended/d19/case_26/raw_artifacts/result.log,.log,30,b4612d475e471ef17f8e940b345ec7e41c7150dfc11fb997fd893e364f3fc627,raw_log,,L3_SIMULATION,,source_tree,no,no
F02823,examples/corrupted_artifact_cases_extended/d19/case_27/artifact_index.json,.json,523,faf552de28238569132c1172c2b9787f5a79819d2a46786d1a27ffe70f57be3b,manifest,,L0_METADATA,,source_tree,no,no
F02824,examples/corrupted_artifact_cases_extended/d19/case_27/artifact_stub.txt,.txt,41,d747bdac3113420b975868659fc3bf28a237acd5c81f355665f9174250832d79,input_artifact,,L0_METADATA,,source_tree,no,no
F02825,examples/corrupted_artifact_cases_extended/d19/case_27/case_manifest.json,.json,329,6c8f105dc3f3bfcddefba0bc36dcca930c56a3e633cfe412969ce896f83486f5,manifest,,L0_METADATA,,source_tree,no,no
F02826,examples/corrupted_artifact_cases_extended/d19/case_27/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02827,examples/corrupted_artifact_cases_extended/d19/case_27/raw_artifacts/result.log,.log,30,865567dd7d8f5bb48b85f120b26f4c0a86f967440bae80e9fbef0d7c420d3758,raw_log,,L3_SIMULATION,,source_tree,no,no
F02828,examples/corrupted_artifact_cases_extended/d19/case_28/artifact_index.json,.json,523,34e2d399a24c996b03124669e7914288c46027b8329ced426e33400f44a0e5f3,manifest,,L0_METADATA,,source_tree,no,no
F02829,examples/corrupted_artifact_cases_extended/d19/case_28/artifact_stub.txt,.txt,41,75e29ae5fb27a79a1c23643bf6a1f144f4f06655df87b64a1570fe22329189d0,input_artifact,,L0_METADATA,,source_tree,no,no
F02830,examples/corrupted_artifact_cases_extended/d19/case_28/case_manifest.json,.json,329,d66615c519d57b78b441ef2171525aab0716a0c96eb3f7763c8833865460d75a,manifest,,L0_METADATA,,source_tree,no,no
F02831,examples/corrupted_artifact_cases_extended/d19/case_28/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02832,examples/corrupted_artifact_cases_extended/d19/case_28/raw_artifacts/result.log,.log,30,dfb5c2fa220b13c78ee8d2396c5f925df2ba2d2a94d32949999c3e5143c76aaf,raw_log,,L3_SIMULATION,,source_tree,no,no
F02833,examples/corrupted_artifact_cases_extended/d19/case_29/artifact_index.json,.json,523,2fa189ae52c209e97e6253198221d87ed5830956282e9b9378dd7bd7f0fbf192,manifest,,L0_METADATA,,source_tree,no,no
F02834,examples/corrupted_artifact_cases_extended/d19/case_29/artifact_stub.txt,.txt,41,60e048a43a9116e62011d15f0452d2300aa85697e045a0d592957a1e5e8b955b,input_artifact,,L0_METADATA,,source_tree,no,no
F02835,examples/corrupted_artifact_cases_extended/d19/case_29/case_manifest.json,.json,329,29f785f1ed871afdc0d9210ef9c7048aee6ed39ade183537e8cc325e90657bb6,manifest,,L0_METADATA,,source_tree,no,no
F02836,examples/corrupted_artifact_cases_extended/d19/case_29/claim_check_report.json,.json,81,fca9d848712185a0f2adff4a77e3e95881f27ec038f6e90c53ffed22b88ff4a5,derived_result,,L3_SIMULATION,claim_related,source_tree,no,no
F02837,examples/corrupted_artifact_cases_extended/d19/case_29/raw_artifacts/result.log,.log,30,2481ca1fbb4039c2df353706031583a8b4b421dabbde40987e9566ef9c65def0,raw_log,,L3_SIMULATION,,source_tree,no,no
