category,claim_id,claim_text,current_evidence,detected_pattern,expected_status,safe_rewrite,status
hardware_validation_overclaims,CB-EDA-0344,The board measurement behavior is established by the replay package for case 44.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0345,The package provides hardware validation for case 45.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0346,The design was validated on FPGA for case 46.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0347,The software simulation result is ready for FPGA deployment in case 47.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0348,The board measurement behavior is established by the replay package for case 48.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0349,The package provides hardware validation for case 49.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0350,The design was validated on FPGA for case 50.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0351,The software simulation result is ready for FPGA deployment in case 51.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0352,The board measurement behavior is established by the replay package for case 52.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0353,The package provides hardware validation for case 53.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0354,The design was validated on FPGA for case 54.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0355,The software simulation result is ready for FPGA deployment in case 55.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0356,The board measurement behavior is established by the replay package for case 56.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0357,The package provides hardware validation for case 57.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0358,The design was validated on FPGA for case 58.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0359,The software simulation result is ready for FPGA deployment in case 59.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0360,The board measurement behavior is established by the replay package for case 60.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0361,The package provides hardware validation for case 61.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0362,The design was validated on FPGA for case 62.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0363,The software simulation result is ready for FPGA deployment in case 63.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0364,The board measurement behavior is established by the replay package for case 64.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0365,The package provides hardware validation for case 65.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0366,The design was validated on FPGA for case 66.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0367,The software simulation result is ready for FPGA deployment in case 67.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0368,The board measurement behavior is established by the replay package for case 68.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0369,The package provides hardware validation for case 69.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0370,The design was validated on FPGA for case 70.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0371,The software simulation result is ready for FPGA deployment in case 71.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0372,The board measurement behavior is established by the replay package for case 72.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0373,The package provides hardware validation for case 73.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0374,The design was validated on FPGA for case 74.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0375,The software simulation result is ready for FPGA deployment in case 75.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0376,The board measurement behavior is established by the replay package for case 76.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0377,The package provides hardware validation for case 77.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0378,The design was validated on FPGA for case 78.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0379,The software simulation result is ready for FPGA deployment in case 79.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0380,The board measurement behavior is established by the replay package for case 80.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0381,The package provides hardware validation for case 81.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0382,The design was validated on FPGA for case 82.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0383,The software simulation result is ready for FPGA deployment in case 83.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0384,The board measurement behavior is established by the replay package for case 84.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0385,The package provides hardware validation for case 85.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0386,The design was validated on FPGA for case 86.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0387,The software simulation result is ready for FPGA deployment in case 87.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0388,The board measurement behavior is established by the replay package for case 88.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0389,The package provides hardware validation for case 89.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0390,The design was validated on FPGA for case 90.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0391,The software simulation result is ready for FPGA deployment in case 91.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0392,The board measurement behavior is established by the replay package for case 92.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0393,The package provides hardware validation for case 93.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0394,The design was validated on FPGA for case 94.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0395,The software simulation result is ready for FPGA deployment in case 95.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0396,The board measurement behavior is established by the replay package for case 96.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0397,The package provides hardware validation for case 97.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0398,The design was validated on FPGA for case 98.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0399,The software simulation result is ready for FPGA deployment in case 99.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0400,The board measurement behavior is established by the replay package for case 100.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0401,The package provides hardware validation for case 101.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0402,The design was validated on FPGA for case 102.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0403,The software simulation result is ready for FPGA deployment in case 103.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0404,The board measurement behavior is established by the replay package for case 104.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0405,The package provides hardware validation for case 105.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0406,The design was validated on FPGA for case 106.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0407,The software simulation result is ready for FPGA deployment in case 107.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0408,The board measurement behavior is established by the replay package for case 108.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0409,The package provides hardware validation for case 109.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0410,The design was validated on FPGA for case 110.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0411,The software simulation result is ready for FPGA deployment in case 111.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0412,The board measurement behavior is established by the replay package for case 112.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0413,The package provides hardware validation for case 113.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0414,The design was validated on FPGA for case 114.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0415,The software simulation result is ready for FPGA deployment in case 115.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0416,The board measurement behavior is established by the replay package for case 116.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0417,The package provides hardware validation for case 117.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0418,The design was validated on FPGA for case 118.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0419,The software simulation result is ready for FPGA deployment in case 119.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0420,The board measurement behavior is established by the replay package for case 120.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0421,The package provides hardware validation for case 121.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0422,The design was validated on FPGA for case 122.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0423,The software simulation result is ready for FPGA deployment in case 123.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0424,The board measurement behavior is established by the replay package for case 124.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0425,The package provides hardware validation for case 125.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0426,The design was validated on FPGA for case 126.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0427,The software simulation result is ready for FPGA deployment in case 127.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0428,The board measurement behavior is established by the replay package for case 128.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0429,The package provides hardware validation for case 129.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0430,The design was validated on FPGA for case 130.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0431,The software simulation result is ready for FPGA deployment in case 131.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0432,The board measurement behavior is established by the replay package for case 132.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0433,The package provides hardware validation for case 133.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0434,The design was validated on FPGA for case 134.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0435,The software simulation result is ready for FPGA deployment in case 135.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0436,The board measurement behavior is established by the replay package for case 136.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0437,The package provides hardware validation for case 137.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0438,The design was validated on FPGA for case 138.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0439,The software simulation result is ready for FPGA deployment in case 139.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0440,The board measurement behavior is established by the replay package for case 140.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0441,The package provides hardware validation for case 141.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0442,The design was validated on FPGA for case 142.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0443,The software simulation result is ready for FPGA deployment in case 143.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0444,The board measurement behavior is established by the replay package for case 144.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0445,The package provides hardware validation for case 145.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0446,The design was validated on FPGA for case 146.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0447,The software simulation result is ready for FPGA deployment in case 147.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0448,The board measurement behavior is established by the replay package for case 148.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0449,The package provides hardware validation for case 149.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0450,The design was validated on FPGA for case 150.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0451,The software simulation result is ready for FPGA deployment in case 151.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0452,The board measurement behavior is established by the replay package for case 152.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0453,The package provides hardware validation for case 153.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0454,The design was validated on FPGA for case 154.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0455,The software simulation result is ready for FPGA deployment in case 155.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0456,The board measurement behavior is established by the replay package for case 156.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0457,The package provides hardware validation for case 157.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0458,The design was validated on FPGA for case 158.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0459,The software simulation result is ready for FPGA deployment in case 159.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0460,The board measurement behavior is established by the replay package for case 160.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0461,The package provides hardware validation for case 161.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0462,The design was validated on FPGA for case 162.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0463,The software simulation result is ready for FPGA deployment in case 163.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0464,The board measurement behavior is established by the replay package for case 164.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0465,The package provides hardware validation for case 165.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0466,The design was validated on FPGA for case 166.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0467,The software simulation result is ready for FPGA deployment in case 167.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0468,The board measurement behavior is established by the replay package for case 168.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0469,The package provides hardware validation for case 169.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0470,The design was validated on FPGA for case 170.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0471,The software simulation result is ready for FPGA deployment in case 171.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0472,The board measurement behavior is established by the replay package for case 172.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0473,The package provides hardware validation for case 173.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0474,The design was validated on FPGA for case 174.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0475,The software simulation result is ready for FPGA deployment in case 175.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0476,The board measurement behavior is established by the replay package for case 176.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0477,The package provides hardware validation for case 177.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0478,The design was validated on FPGA for case 178.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0479,The software simulation result is ready for FPGA deployment in case 179.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0480,The board measurement behavior is established by the replay package for case 180.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0481,The package provides hardware validation for case 181.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0482,The design was validated on FPGA for case 182.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0483,The software simulation result is ready for FPGA deployment in case 183.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0484,The board measurement behavior is established by the replay package for case 184.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0485,The package provides hardware validation for case 185.,L3_SIMULATION,hardware validation,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0486,The design was validated on FPGA for case 186.,L3_SIMULATION,validated on FPGA,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0487,The software simulation result is ready for FPGA deployment in case 187.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
hardware_validation_overclaims,CB-EDA-0488,The board measurement behavior is established by the replay package for case 188.,L3_SIMULATION,semantic hardware/board overclaim,UNSUPPORTED,software-only simulation/synthesis evidence,UNSUPPORTED
