artifact_id,phase,artifact_type,relative_path,source_role,evidence_layer,claim_supported,claim_status,replay_required,replay_command_or_na,hash_or_version,paper_target,unsupported_boundary
P6-0069,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:891de76e986a284d8585b1bae56c819698b1354bc0125ca04c2e3b1afca14490,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0070,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:705ee8c9b5bf46fa83dd9bd8a8cb9afbf85c939e4ff18478ffefdc19613ded2f,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0071,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:9814f099a3ad5a929454d098b669d702021beb66a7ffaab630b9bc614785b0cf,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0072,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:c24f3a2d9d3b06d96b8b458927cba28ed9d5266207ce2c51218b866818334b19,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0073,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:bf0ae4364da9320b1f6198299b2f2d08f99bd95d68eec6aa745aa18a01f49fed,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0074,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:18286a7a6815fdec79225a3c6f83c322f98869dcdf842352d2e97376c4d36b7a,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0075,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:eb127a7b079cb12447dc225235fb54af051b900539cd6d0d15510d915399dc71,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0076,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:76e38b0655f930b3f64f7dde5948a8c6b8fbd907dec3fabba015acafea0b8977,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0077,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:891a19b48f5ed6c7ecf4ee400d7a7201bdac7272726dff5c4298bb03e7a06459,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0078,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:192af3edf64c524cc0c8df688bd541ea740da938054b41a8870cd979bd353149,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0079,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__10.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:7cda92bc793d184243e1c2649880242a6475e931af673516cfeed35e2fb47b1e,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0080,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/diode_clipper_tran__short_fault__11.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:fe9cb2eaf6b5cb02ad111bc2b54bf38082286db5445aedcdd9c7a595c521d538,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0081,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:cd3bb0e4072a448824de800ebcc97dac469826d68bce7ba5ec4d1028cdaa45f4,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0082,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:5251f4a3bfae754e247bd739795a7853aa56b6ba7d61436a5f13d62ad6d0923b,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0083,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:5ee0bf301318eb2f52339315026e072fd183f1cbd3fb77decce666218230f428,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0084,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:81cbe18346aef134d05790524d0c4b6c5e9cd385fedd931401ba4b96f85f0e9a,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0085,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:c9ed0889c110162e4520286c25db942a25712ca74a9b5932d1bf1d222a441df0,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0086,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:e57f1023b40c5a65637bcd2e99d89ef862eb34d564f92394b3f4801884668053,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0087,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:f5525a61c3e0afea4cad44e29a50ae097125dfffa3aaec126851813edf078e9b,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0088,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:0661b29d83ddc3a80b037de944df624d7ff87167c8a03de89eb4623411edc93c,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0089,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:87b3ada8426e29cfe8b094d051ec4f4e0ae5a4108f87a45c68f6795cd23533fc,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0090,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:b2558e4c1cdcdae4d3b4ad7b7f8534007b4e21d7876f86c4f957f3bf26fbb986,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0091,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__10.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:5cd3f3340314226e997e2c13fcf1ed9b5ed59d499a5f8a128ae952f995e6b99a,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0092,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__bias_fault__11.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:09a35dc44f0ac87334031dc3f43bdbf15e2f5675119b7566777435ddef68abac,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0093,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:a476b04a72f92e942dccf0299651375d7fe232a2073720d72948a6242278fb59,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0094,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:cd591f4c4aa49353fbcf2c69ba64bbcbfe7ec530f038ab5978905a1f221fea13,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0095,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:9061af16b2b3ecdc3670794edec78dafb0395ac010e4f1f3a061c96cd507291f,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0096,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:db93fd3fb9c8971bf7ff156eeebaf50152cfd8b070156ff99bf15843e72e4497,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0097,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:41bf05e8254b8db9c96b1b1d85261d47a1c6cbd2fe009dd22588875b745972d8,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0098,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:2f7558c4be5e3164a05b70e6ffdbbe181cf5584193d578293fc5012db409347b,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0099,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:d214c4fd629b9ae586283321cfafa6deab35546e73765272ff4249d9a3476b7b,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0100,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:44daea89af79088a65e3e5ee277b1473b22751eb12df066e46c992a12359f6c4,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0101,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:7888dc188760bc83ec70fa5db6d2c6f00fb04ca16c65e9b1476812f1659b4e15,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0102,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:9b79d2205fca0db680587dba9b133a03bdd30c24b756b2f4e7c259706d653852,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
