artifact_id,path,tool,artifact_type,expected_evidence_level,dataset_split,evaluation_group,supported_positive_claims,allowed_claims,forbidden_claims
SRC-VERILATOR-0020,src/verilator_module_20.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0021,src/verilator_module_21.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0022,src/verilator_module_22.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0023,src/verilator_module_23.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0024,src/verilator_module_24.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0025,src/verilator_module_25.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0026,src/verilator_module_26.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0027,src/verilator_module_27.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0028,src/verilator_module_28.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0029,src/verilator_module_29.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0030,src/verilator_module_30.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0031,src/verilator_module_31.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0032,src/verilator_module_32.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0033,src/verilator_module_33.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0034,src/verilator_module_34.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0035,src/verilator_module_35.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0036,src/verilator_module_36.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0037,src/verilator_module_37.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0038,src/verilator_module_38.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0039,src/verilator_module_39.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
SRC-VERILATOR-0040,src/verilator_module_40.v,Verilator,source files,L1_SOURCE_EXISTS,holdout,cross_tool_holdout,yes,source files is recorded,claims above the recorded software evidence level
REF-ICARUS-0001,reference/reference_vector_1.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0002,reference/reference_vector_2.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0003,reference/reference_vector_3.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0004,reference/reference_vector_4.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0005,reference/reference_vector_5.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0006,reference/reference_vector_6.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0007,reference/reference_vector_7.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0008,reference/reference_vector_8.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0009,reference/reference_vector_9.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0010,reference/reference_vector_10.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0011,reference/reference_vector_11.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0012,reference/reference_vector_12.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0013,reference/reference_vector_13.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0014,reference/reference_vector_14.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0015,reference/reference_vector_15.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0016,reference/reference_vector_16.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0017,reference/reference_vector_17.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0018,reference/reference_vector_18.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0019,reference/reference_vector_19.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0020,reference/reference_vector_20.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0021,reference/reference_vector_21.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0022,reference/reference_vector_22.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0023,reference/reference_vector_23.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0024,reference/reference_vector_24.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0025,reference/reference_vector_25.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0026,reference/reference_vector_26.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0027,reference/reference_vector_27.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0028,reference/reference_vector_28.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0029,reference/reference_vector_29.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0030,reference/reference_vector_30.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0031,reference/reference_vector_31.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0032,reference/reference_vector_32.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0033,reference/reference_vector_33.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0034,reference/reference_vector_34.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0035,reference/reference_vector_35.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0036,reference/reference_vector_36.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0037,reference/reference_vector_37.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0038,reference/reference_vector_38.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0039,reference/reference_vector_39.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0040,reference/reference_vector_40.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0041,reference/reference_vector_41.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0042,reference/reference_vector_42.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0043,reference/reference_vector_43.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0044,reference/reference_vector_44.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0045,reference/reference_vector_45.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0046,reference/reference_vector_46.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0047,reference/reference_vector_47.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0048,reference/reference_vector_48.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0049,reference/reference_vector_49.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0050,reference/reference_vector_50.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0051,reference/reference_vector_51.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0052,reference/reference_vector_52.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0053,reference/reference_vector_53.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0054,reference/reference_vector_54.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0055,reference/reference_vector_55.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0056,reference/reference_vector_56.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0057,reference/reference_vector_57.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0058,reference/reference_vector_58.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0059,reference/reference_vector_59.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0060,reference/reference_vector_60.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0061,reference/reference_vector_61.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0062,reference/reference_vector_62.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0063,reference/reference_vector_63.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0064,reference/reference_vector_64.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0065,reference/reference_vector_65.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0066,reference/reference_vector_66.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0067,reference/reference_vector_67.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0068,reference/reference_vector_68.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0069,reference/reference_vector_69.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-ICARUS-0070,reference/reference_vector_70.csv,Icarus Verilog,testbench/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,testbench/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0001,interface/interface_vector_1.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0002,interface/interface_vector_2.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0003,interface/interface_vector_3.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0004,interface/interface_vector_4.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0005,interface/interface_vector_5.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0006,interface/interface_vector_6.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0007,interface/interface_vector_7.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0008,interface/interface_vector_8.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0009,interface/interface_vector_9.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0010,interface/interface_vector_10.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0011,interface/interface_vector_11.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0012,interface/interface_vector_12.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0013,interface/interface_vector_13.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0014,interface/interface_vector_14.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0015,interface/interface_vector_15.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0016,interface/interface_vector_16.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0017,interface/interface_vector_17.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0018,interface/interface_vector_18.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0019,interface/interface_vector_19.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0020,interface/interface_vector_20.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0021,interface/interface_vector_21.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0022,interface/interface_vector_22.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0023,interface/interface_vector_23.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0024,interface/interface_vector_24.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0025,interface/interface_vector_25.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0026,interface/interface_vector_26.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0027,interface/interface_vector_27.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0028,interface/interface_vector_28.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0029,interface/interface_vector_29.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0030,interface/interface_vector_30.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0031,interface/interface_vector_31.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0032,interface/interface_vector_32.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0033,interface/interface_vector_33.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0034,interface/interface_vector_34.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0035,interface/interface_vector_35.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0036,interface/interface_vector_36.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0037,interface/interface_vector_37.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0038,interface/interface_vector_38.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0039,interface/interface_vector_39.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-NGSPICE-0040,interface/interface_vector_40.json,ngspice,interface/reference files,L2_REFERENCE_OR_INTERFACE,policy_development,policy_development_tool,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0001,reference/verilator_interface_1.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0002,reference/verilator_interface_2.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0003,reference/verilator_interface_3.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0004,reference/verilator_interface_4.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0005,reference/verilator_interface_5.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0006,reference/verilator_interface_6.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0007,reference/verilator_interface_7.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0008,reference/verilator_interface_8.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
REF-VERILATOR-0009,reference/verilator_interface_9.xml,Verilator,interface/reference files,L2_REFERENCE_OR_INTERFACE,holdout,cross_tool_holdout,yes,interface/reference files is recorded,claims above the recorded software evidence level
