claim_id,category,claim_text,expected_status
IST-CL-289,board_level_overclaims,Board validation complete for experiment 29.,UNSUPPORTED
IST-CL-290,board_level_overclaims,Board validation complete for experiment 30.,UNSUPPORTED
IST-CL-291,ambiguous_claims,"The package may support external tool analysis for case 1, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-292,ambiguous_claims,"The package may support external tool analysis for case 2, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-293,ambiguous_claims,"The package may support external tool analysis for case 3, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-294,ambiguous_claims,"The package may support external tool analysis for case 4, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-295,ambiguous_claims,"The package may support external tool analysis for case 5, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-296,ambiguous_claims,"The package may support external tool analysis for case 6, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-297,ambiguous_claims,"The package may support external tool analysis for case 7, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-298,ambiguous_claims,"The package may support external tool analysis for case 8, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-299,ambiguous_claims,"The package may support external tool analysis for case 9, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-300,ambiguous_claims,"The package may support external tool analysis for case 10, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-301,ambiguous_claims,"The package may support external tool analysis for case 11, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-302,ambiguous_claims,"The package may support external tool analysis for case 12, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-303,ambiguous_claims,"The package may support external tool analysis for case 13, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-304,ambiguous_claims,"The package may support external tool analysis for case 14, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-305,ambiguous_claims,"The package may support external tool analysis for case 15, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-306,ambiguous_claims,"The package may support external tool analysis for case 16, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-307,ambiguous_claims,"The package may support external tool analysis for case 17, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-308,ambiguous_claims,"The package may support external tool analysis for case 18, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-309,ambiguous_claims,"The package may support external tool analysis for case 19, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-310,ambiguous_claims,"The package may support external tool analysis for case 20, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-311,ambiguous_claims,"The package may support external tool analysis for case 21, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-312,ambiguous_claims,"The package may support external tool analysis for case 22, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-313,ambiguous_claims,"The package may support external tool analysis for case 23, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-314,ambiguous_claims,"The package may support external tool analysis for case 24, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-315,ambiguous_claims,"The package may support external tool analysis for case 25, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-316,ambiguous_claims,"The package may support external tool analysis for case 26, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-317,ambiguous_claims,"The package may support external tool analysis for case 27, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-318,ambiguous_claims,"The package may support external tool analysis for case 28, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-319,ambiguous_claims,"The package may support external tool analysis for case 29, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-320,ambiguous_claims,"The package may support external tool analysis for case 30, which needs external evidence.",NEEDS_EXTERNAL_EVIDENCE
IST-CL-321,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 1.,PARTIALLY_SUPPORTED
IST-CL-322,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 2.,PARTIALLY_SUPPORTED
IST-CL-323,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 3.,PARTIALLY_SUPPORTED
IST-CL-324,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 4.,PARTIALLY_SUPPORTED
IST-CL-325,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 5.,PARTIALLY_SUPPORTED
IST-CL-326,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 6.,PARTIALLY_SUPPORTED
IST-CL-327,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 7.,PARTIALLY_SUPPORTED
IST-CL-328,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 8.,PARTIALLY_SUPPORTED
IST-CL-329,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 9.,PARTIALLY_SUPPORTED
IST-CL-330,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 10.,PARTIALLY_SUPPORTED
IST-CL-331,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 11.,PARTIALLY_SUPPORTED
IST-CL-332,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 12.,PARTIALLY_SUPPORTED
IST-CL-333,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 13.,PARTIALLY_SUPPORTED
IST-CL-334,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 14.,PARTIALLY_SUPPORTED
IST-CL-335,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 15.,PARTIALLY_SUPPORTED
IST-CL-336,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 16.,PARTIALLY_SUPPORTED
IST-CL-337,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 17.,PARTIALLY_SUPPORTED
IST-CL-338,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 18.,PARTIALLY_SUPPORTED
IST-CL-339,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 19.,PARTIALLY_SUPPORTED
IST-CL-340,generic_reproducibility_claims,The package records partial software-only reproduction metadata for case 20.,PARTIALLY_SUPPORTED
