case_id,defect_id,category,expected_error_code,case_path,clean
D09-22,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_22,false
D09-23,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_23,false
D09-24,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_24,false
D09-25,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_25,false
D09-26,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_26,false
D09-27,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_27,false
D09-28,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_28,false
D09-29,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_29,false
D09-30,D09,Provenance,TOOL_VERSION_DRIFT,examples/corrupted_artifact_cases_extended/d09/case_30,false
D10-01,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_01,false
D10-02,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_02,false
D10-03,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_03,false
D10-04,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_04,false
D10-05,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_05,false
D10-06,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_06,false
D10-07,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_07,false
D10-08,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_08,false
D10-09,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_09,false
D10-10,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_10,false
D10-11,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_11,false
D10-12,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_12,false
D10-13,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_13,false
D10-14,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_14,false
D10-15,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_15,false
D10-16,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_16,false
D10-17,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_17,false
D10-18,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_18,false
D10-19,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_19,false
D10-20,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_20,false
D10-21,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_21,false
D10-22,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_22,false
D10-23,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_23,false
D10-24,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_24,false
D10-25,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_25,false
D10-26,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_26,false
D10-27,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_27,false
D10-28,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_28,false
D10-29,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_29,false
D10-30,D10,Provenance,MISSING_COMMAND,examples/corrupted_artifact_cases_extended/d10/case_30,false
D11-01,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_01,false
D11-02,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_02,false
D11-03,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_03,false
D11-04,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_04,false
D11-05,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_05,false
D11-06,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_06,false
D11-07,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_07,false
D11-08,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_08,false
D11-09,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_09,false
D11-10,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_10,false
D11-11,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_11,false
D11-12,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_12,false
D11-13,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_13,false
D11-14,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_14,false
D11-15,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_15,false
D11-16,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_16,false
D11-17,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_17,false
D11-18,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_18,false
D11-19,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_19,false
D11-20,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_20,false
D11-21,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_21,false
D11-22,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_22,false
D11-23,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_23,false
D11-24,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_24,false
D11-25,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_25,false
D11-26,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_26,false
D11-27,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_27,false
D11-28,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_28,false
D11-29,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_29,false
D11-30,D11,Provenance,REPLAY_UNSAFE,examples/corrupted_artifact_cases_extended/d11/case_30,false
D12-01,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_01,false
D12-02,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_02,false
D12-03,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_03,false
D12-04,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_04,false
D12-05,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_05,false
D12-06,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_06,false
D12-07,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_07,false
D12-08,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_08,false
D12-09,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_09,false
D12-10,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_10,false
D12-11,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_11,false
D12-12,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_12,false
D12-13,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_13,false
D12-14,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_14,false
D12-15,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_15,false
D12-16,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_16,false
D12-17,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_17,false
D12-18,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_18,false
D12-19,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_19,false
D12-20,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_20,false
D12-21,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_21,false
D12-22,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_22,false
D12-23,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_23,false
D12-24,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_24,false
D12-25,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_25,false
D12-26,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_26,false
D12-27,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_27,false
D12-28,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_28,false
D12-29,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_29,false
D12-30,D12,Replay,INCOMPLETE_MANIFEST,examples/corrupted_artifact_cases_extended/d12/case_30,false
D13-01,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_01,false
D13-02,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_02,false
D13-03,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_03,false
D13-04,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_04,false
D13-05,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_05,false
D13-06,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_06,false
D13-07,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_07,false
D13-08,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_08,false
D13-09,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_09,false
D13-10,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_10,false
D13-11,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_11,false
D13-12,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_12,false
D13-13,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_13,false
D13-14,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_14,false
D13-15,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_15,false
D13-16,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_16,false
D13-17,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_17,false
D13-18,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_18,false
D13-19,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_19,false
D13-20,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_20,false
D13-21,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_21,false
D13-22,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_22,false
D13-23,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_23,false
D13-24,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_24,false
D13-25,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_25,false
D13-26,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_26,false
D13-27,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_27,false
D13-28,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_28,false
D13-29,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_29,false
D13-30,D13,Replay,PACKAGE_STRUCTURE_DRIFT,examples/corrupted_artifact_cases_extended/d13/case_30,false
D14-01,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_01,false
D14-02,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_02,false
D14-03,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_03,false
D14-04,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_04,false
D14-05,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_05,false
D14-06,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_06,false
D14-07,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_07,false
D14-08,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_08,false
D14-09,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_09,false
D14-10,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_10,false
D14-11,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_11,false
D14-12,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_12,false
D14-13,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_13,false
D14-14,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_14,false
D14-15,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_15,false
D14-16,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_16,false
D14-17,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_17,false
D14-18,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_18,false
D14-19,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_19,false
D14-20,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_20,false
D14-21,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_21,false
D14-22,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_22,false
D14-23,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_23,false
D14-24,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_24,false
D14-25,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_25,false
D14-26,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_26,false
D14-27,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_27,false
D14-28,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_28,false
D14-29,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_29,false
D14-30,D14,Replay,NONDETERMINISTIC_OUTPUT,examples/corrupted_artifact_cases_extended/d14/case_30,false
D15-01,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_01,false
D15-02,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_02,false
D15-03,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_03,false
D15-04,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_04,false
D15-05,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_05,false
D15-06,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_06,false
D15-07,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_07,false
D15-08,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_08,false
D15-09,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_09,false
D15-10,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_10,false
D15-11,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_11,false
D15-12,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_12,false
D15-13,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_13,false
D15-14,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_14,false
D15-15,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_15,false
D15-16,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_16,false
D15-17,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_17,false
D15-18,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_18,false
D15-19,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_19,false
D15-20,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_20,false
D15-21,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_21,false
D15-22,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_22,false
D15-23,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_23,false
D15-24,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_24,false
D15-25,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_25,false
D15-26,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_26,false
D15-27,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_27,false
D15-28,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_28,false
D15-29,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_29,false
D15-30,D15,Replay,MISSING_EXPECTED_OUTPUT,examples/corrupted_artifact_cases_extended/d15/case_30,false
D16-01,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_01,false
D16-02,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_02,false
D16-03,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_03,false
D16-04,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_04,false
D16-05,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_05,false
D16-06,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_06,false
D16-07,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_07,false
D16-08,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_08,false
D16-09,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_09,false
D16-10,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_10,false
D16-11,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_11,false
D16-12,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_12,false
D16-13,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_13,false
D16-14,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_14,false
D16-15,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_15,false
D16-16,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_16,false
D16-17,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_17,false
D16-18,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_18,false
D16-19,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_19,false
D16-20,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_20,false
D16-21,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_21,false
D16-22,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_22,false
D16-23,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_23,false
D16-24,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_24,false
D16-25,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_25,false
D16-26,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_26,false
D16-27,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_27,false
D16-28,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_28,false
D16-29,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_29,false
D16-30,D16,Policy,UNSUPPORTED_CLAIM,examples/corrupted_artifact_cases_extended/d16/case_30,false
D17-01,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_01,false
D17-02,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_02,false
D17-03,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_03,false
D17-04,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_04,false
D17-05,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_05,false
D17-06,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_06,false
D17-07,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_07,false
D17-08,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_08,false
D17-09,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_09,false
D17-10,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_10,false
D17-11,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_11,false
D17-12,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_12,false
D17-13,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_13,false
D17-14,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_14,false
D17-15,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_15,false
D17-16,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_16,false
D17-17,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_17,false
D17-18,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_18,false
D17-19,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_19,false
D17-20,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_20,false
D17-21,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_21,false
D17-22,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_22,false
D17-23,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_23,false
D17-24,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_24,false
D17-25,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_25,false
D17-26,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_26,false
D17-27,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_27,false
D17-28,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_28,false
D17-29,D17,Policy,EVIDENCE_LEVEL_ESCALATION,examples/corrupted_artifact_cases_extended/d17/case_29,false
