claim_id,category,claim_type,claim_text,expected_status
CB-EDA-0243,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 243.,SUPPORTED
CB-EDA-0244,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 244.,SUPPORTED
CB-EDA-0245,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 245.,SUPPORTED
CB-EDA-0246,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 246.,SUPPORTED
CB-EDA-0247,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 247.,SUPPORTED
CB-EDA-0248,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 248.,SUPPORTED
CB-EDA-0249,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 249.,SUPPORTED
CB-EDA-0250,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 250.,SUPPORTED
CB-EDA-0251,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 251.,SUPPORTED
CB-EDA-0252,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 252.,SUPPORTED
CB-EDA-0253,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 253.,SUPPORTED
CB-EDA-0254,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 254.,SUPPORTED
CB-EDA-0255,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 255.,SUPPORTED
CB-EDA-0256,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 256.,SUPPORTED
CB-EDA-0257,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 257.,SUPPORTED
CB-EDA-0258,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 258.,SUPPORTED
CB-EDA-0259,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 259.,SUPPORTED
CB-EDA-0260,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 260.,SUPPORTED
CB-EDA-0261,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 261.,SUPPORTED
CB-EDA-0262,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 262.,SUPPORTED
CB-EDA-0263,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 263.,SUPPORTED
CB-EDA-0264,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 264.,SUPPORTED
CB-EDA-0265,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 265.,SUPPORTED
CB-EDA-0266,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 266.,SUPPORTED
CB-EDA-0267,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 267.,SUPPORTED
CB-EDA-0268,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 268.,SUPPORTED
CB-EDA-0269,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 269.,SUPPORTED
CB-EDA-0270,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 270.,SUPPORTED
CB-EDA-0271,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 271.,SUPPORTED
CB-EDA-0272,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 272.,SUPPORTED
CB-EDA-0273,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 273.,SUPPORTED
CB-EDA-0274,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 274.,SUPPORTED
CB-EDA-0275,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 275.,SUPPORTED
CB-EDA-0276,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 276.,SUPPORTED
CB-EDA-0277,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 277.,SUPPORTED
CB-EDA-0278,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 278.,SUPPORTED
CB-EDA-0279,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 279.,SUPPORTED
CB-EDA-0280,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 280.,SUPPORTED
CB-EDA-0281,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 281.,SUPPORTED
CB-EDA-0282,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 282.,SUPPORTED
CB-EDA-0283,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 283.,SUPPORTED
CB-EDA-0284,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 284.,SUPPORTED
CB-EDA-0285,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 285.,SUPPORTED
CB-EDA-0286,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 286.,SUPPORTED
CB-EDA-0287,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 287.,SUPPORTED
CB-EDA-0288,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 288.,SUPPORTED
CB-EDA-0289,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 289.,SUPPORTED
CB-EDA-0290,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 290.,SUPPORTED
CB-EDA-0291,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 291.,SUPPORTED
CB-EDA-0292,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 292.,SUPPORTED
CB-EDA-0293,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 293.,SUPPORTED
CB-EDA-0294,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 294.,SUPPORTED
CB-EDA-0295,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 295.,SUPPORTED
CB-EDA-0296,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 296.,SUPPORTED
CB-EDA-0297,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 297.,SUPPORTED
CB-EDA-0298,safe_software_simulation_claims,safe_software,The ngspice replay records software simulation evidence for case 298.,SUPPORTED
CB-EDA-0299,safe_software_simulation_claims,safe_software,The HDL testbench output supports a software-only simulation statement for case 299.,SUPPORTED
CB-EDA-0300,safe_software_simulation_claims,safe_software,The replay manifest records commands for software-only reproduction case 300.,SUPPORTED
CB-EDA-0301,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 1.,UNSUPPORTED
CB-EDA-0302,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 2.,UNSUPPORTED
CB-EDA-0303,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 3.,UNSUPPORTED
CB-EDA-0304,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 4.,UNSUPPORTED
CB-EDA-0305,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 5.,UNSUPPORTED
CB-EDA-0306,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 6.,UNSUPPORTED
CB-EDA-0307,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 7.,UNSUPPORTED
CB-EDA-0308,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 8.,UNSUPPORTED
CB-EDA-0309,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 9.,UNSUPPORTED
CB-EDA-0310,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 10.,UNSUPPORTED
CB-EDA-0311,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 11.,UNSUPPORTED
CB-EDA-0312,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 12.,UNSUPPORTED
CB-EDA-0313,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 13.,UNSUPPORTED
CB-EDA-0314,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 14.,UNSUPPORTED
CB-EDA-0315,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 15.,UNSUPPORTED
CB-EDA-0316,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 16.,UNSUPPORTED
CB-EDA-0317,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 17.,UNSUPPORTED
CB-EDA-0318,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 18.,UNSUPPORTED
CB-EDA-0319,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 19.,UNSUPPORTED
CB-EDA-0320,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 20.,UNSUPPORTED
CB-EDA-0321,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 21.,UNSUPPORTED
CB-EDA-0322,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 22.,UNSUPPORTED
CB-EDA-0323,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 23.,UNSUPPORTED
CB-EDA-0324,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 24.,UNSUPPORTED
CB-EDA-0325,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 25.,UNSUPPORTED
CB-EDA-0326,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 26.,UNSUPPORTED
CB-EDA-0327,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 27.,UNSUPPORTED
CB-EDA-0328,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 28.,UNSUPPORTED
CB-EDA-0329,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 29.,UNSUPPORTED
CB-EDA-0330,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 30.,UNSUPPORTED
CB-EDA-0331,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 31.,UNSUPPORTED
CB-EDA-0332,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 32.,UNSUPPORTED
CB-EDA-0333,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 33.,UNSUPPORTED
CB-EDA-0334,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 34.,UNSUPPORTED
CB-EDA-0335,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 35.,UNSUPPORTED
CB-EDA-0336,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 36.,UNSUPPORTED
CB-EDA-0337,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 37.,UNSUPPORTED
CB-EDA-0338,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 38.,UNSUPPORTED
CB-EDA-0339,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 39.,UNSUPPORTED
CB-EDA-0340,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 40.,UNSUPPORTED
CB-EDA-0341,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 41.,UNSUPPORTED
CB-EDA-0342,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 42.,UNSUPPORTED
CB-EDA-0343,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 43.,UNSUPPORTED
CB-EDA-0344,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 44.,UNSUPPORTED
CB-EDA-0345,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 45.,UNSUPPORTED
CB-EDA-0346,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 46.,UNSUPPORTED
CB-EDA-0347,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 47.,UNSUPPORTED
CB-EDA-0348,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 48.,UNSUPPORTED
CB-EDA-0349,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 49.,UNSUPPORTED
CB-EDA-0350,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 50.,UNSUPPORTED
CB-EDA-0351,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 51.,UNSUPPORTED
CB-EDA-0352,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 52.,UNSUPPORTED
CB-EDA-0353,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 53.,UNSUPPORTED
CB-EDA-0354,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 54.,UNSUPPORTED
CB-EDA-0355,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 55.,UNSUPPORTED
CB-EDA-0356,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 56.,UNSUPPORTED
CB-EDA-0357,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 57.,UNSUPPORTED
CB-EDA-0358,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 58.,UNSUPPORTED
CB-EDA-0359,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 59.,UNSUPPORTED
CB-EDA-0360,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 60.,UNSUPPORTED
CB-EDA-0361,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 61.,UNSUPPORTED
CB-EDA-0362,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 62.,UNSUPPORTED
CB-EDA-0363,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 63.,UNSUPPORTED
CB-EDA-0364,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 64.,UNSUPPORTED
CB-EDA-0365,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 65.,UNSUPPORTED
CB-EDA-0366,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 66.,UNSUPPORTED
CB-EDA-0367,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 67.,UNSUPPORTED
CB-EDA-0368,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 68.,UNSUPPORTED
CB-EDA-0369,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 69.,UNSUPPORTED
CB-EDA-0370,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 70.,UNSUPPORTED
CB-EDA-0371,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 71.,UNSUPPORTED
CB-EDA-0372,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 72.,UNSUPPORTED
CB-EDA-0373,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 73.,UNSUPPORTED
CB-EDA-0374,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 74.,UNSUPPORTED
CB-EDA-0375,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 75.,UNSUPPORTED
CB-EDA-0376,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 76.,UNSUPPORTED
CB-EDA-0377,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 77.,UNSUPPORTED
CB-EDA-0378,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 78.,UNSUPPORTED
CB-EDA-0379,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 79.,UNSUPPORTED
CB-EDA-0380,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 80.,UNSUPPORTED
CB-EDA-0381,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 81.,UNSUPPORTED
CB-EDA-0382,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 82.,UNSUPPORTED
CB-EDA-0383,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 83.,UNSUPPORTED
CB-EDA-0384,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 84.,UNSUPPORTED
CB-EDA-0385,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 85.,UNSUPPORTED
CB-EDA-0386,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 86.,UNSUPPORTED
CB-EDA-0387,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 87.,UNSUPPORTED
CB-EDA-0388,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 88.,UNSUPPORTED
CB-EDA-0389,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 89.,UNSUPPORTED
CB-EDA-0390,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 90.,UNSUPPORTED
CB-EDA-0391,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 91.,UNSUPPORTED
CB-EDA-0392,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 92.,UNSUPPORTED
CB-EDA-0393,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 93.,UNSUPPORTED
CB-EDA-0394,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 94.,UNSUPPORTED
CB-EDA-0395,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 95.,UNSUPPORTED
CB-EDA-0396,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 96.,UNSUPPORTED
CB-EDA-0397,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 97.,UNSUPPORTED
CB-EDA-0398,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 98.,UNSUPPORTED
CB-EDA-0399,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 99.,UNSUPPORTED
CB-EDA-0400,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 100.,UNSUPPORTED
CB-EDA-0401,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 101.,UNSUPPORTED
CB-EDA-0402,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 102.,UNSUPPORTED
CB-EDA-0403,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 103.,UNSUPPORTED
CB-EDA-0404,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 104.,UNSUPPORTED
CB-EDA-0405,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 105.,UNSUPPORTED
CB-EDA-0406,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 106.,UNSUPPORTED
CB-EDA-0407,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 107.,UNSUPPORTED
CB-EDA-0408,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 108.,UNSUPPORTED
CB-EDA-0409,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 109.,UNSUPPORTED
CB-EDA-0410,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 110.,UNSUPPORTED
CB-EDA-0411,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 111.,UNSUPPORTED
CB-EDA-0412,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 112.,UNSUPPORTED
CB-EDA-0413,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 113.,UNSUPPORTED
CB-EDA-0414,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 114.,UNSUPPORTED
CB-EDA-0415,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 115.,UNSUPPORTED
CB-EDA-0416,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 116.,UNSUPPORTED
CB-EDA-0417,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 117.,UNSUPPORTED
CB-EDA-0418,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 118.,UNSUPPORTED
CB-EDA-0419,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 119.,UNSUPPORTED
CB-EDA-0420,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 120.,UNSUPPORTED
CB-EDA-0421,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 121.,UNSUPPORTED
CB-EDA-0422,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 122.,UNSUPPORTED
CB-EDA-0423,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 123.,UNSUPPORTED
CB-EDA-0424,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 124.,UNSUPPORTED
CB-EDA-0425,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 125.,UNSUPPORTED
CB-EDA-0426,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 126.,UNSUPPORTED
CB-EDA-0427,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 127.,UNSUPPORTED
CB-EDA-0428,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 128.,UNSUPPORTED
CB-EDA-0429,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 129.,UNSUPPORTED
CB-EDA-0430,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 130.,UNSUPPORTED
CB-EDA-0431,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 131.,UNSUPPORTED
CB-EDA-0432,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 132.,UNSUPPORTED
CB-EDA-0433,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 133.,UNSUPPORTED
CB-EDA-0434,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 134.,UNSUPPORTED
CB-EDA-0435,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 135.,UNSUPPORTED
CB-EDA-0436,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 136.,UNSUPPORTED
CB-EDA-0437,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 137.,UNSUPPORTED
CB-EDA-0438,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 138.,UNSUPPORTED
CB-EDA-0439,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 139.,UNSUPPORTED
CB-EDA-0440,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 140.,UNSUPPORTED
CB-EDA-0441,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 141.,UNSUPPORTED
CB-EDA-0442,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 142.,UNSUPPORTED
CB-EDA-0443,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 143.,UNSUPPORTED
CB-EDA-0444,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 144.,UNSUPPORTED
CB-EDA-0445,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 145.,UNSUPPORTED
CB-EDA-0446,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 146.,UNSUPPORTED
CB-EDA-0447,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 147.,UNSUPPORTED
CB-EDA-0448,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 148.,UNSUPPORTED
CB-EDA-0449,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 149.,UNSUPPORTED
CB-EDA-0450,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 150.,UNSUPPORTED
CB-EDA-0451,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 151.,UNSUPPORTED
CB-EDA-0452,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 152.,UNSUPPORTED
CB-EDA-0453,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 153.,UNSUPPORTED
CB-EDA-0454,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 154.,UNSUPPORTED
CB-EDA-0455,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 155.,UNSUPPORTED
CB-EDA-0456,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 156.,UNSUPPORTED
CB-EDA-0457,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 157.,UNSUPPORTED
CB-EDA-0458,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 158.,UNSUPPORTED
CB-EDA-0459,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 159.,UNSUPPORTED
CB-EDA-0460,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 160.,UNSUPPORTED
CB-EDA-0461,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 161.,UNSUPPORTED
CB-EDA-0462,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 162.,UNSUPPORTED
CB-EDA-0463,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 163.,UNSUPPORTED
CB-EDA-0464,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 164.,UNSUPPORTED
CB-EDA-0465,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 165.,UNSUPPORTED
CB-EDA-0466,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 166.,UNSUPPORTED
CB-EDA-0467,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 167.,UNSUPPORTED
CB-EDA-0468,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 168.,UNSUPPORTED
CB-EDA-0469,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 169.,UNSUPPORTED
CB-EDA-0470,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 170.,UNSUPPORTED
CB-EDA-0471,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 171.,UNSUPPORTED
CB-EDA-0472,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 172.,UNSUPPORTED
CB-EDA-0473,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 173.,UNSUPPORTED
CB-EDA-0474,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 174.,UNSUPPORTED
CB-EDA-0475,hardware_validation_overclaims,hardware_overclaim,The software simulation result is ready for FPGA deployment in case 175.,UNSUPPORTED
CB-EDA-0476,hardware_validation_overclaims,hardware_overclaim,The board measurement behavior is established by the replay package for case 176.,UNSUPPORTED
CB-EDA-0477,hardware_validation_overclaims,hardware_overclaim,The package provides hardware validation for case 177.,UNSUPPORTED
CB-EDA-0478,hardware_validation_overclaims,hardware_overclaim,The design was validated on FPGA for case 178.,UNSUPPORTED
